id,title,abstract,categories,authors,keywords,topic,combined_text
705.1359,Puncture Evolution of Schwarzschild Black Holes,"  The moving puncture method is analyzed for a single, non-spinning black hole.
It is shown that the puncture region is not resolved by current numerical
codes. As a result, the geometry near the puncture appears to evolve to an
infinitely long cylinder of finite areal radius. The puncture itself actually
remains at spacelike infinity throughout the evolution. In the limit of
infinite resolution the data never become stationary. However, at any
reasonable finite resolution the grid points closest to the puncture are
rapidly drawn into the black hole interior by the Gamma-driver shift condition.
The data can then evolve to a stationary state. These results suggest that the
moving puncture technique should be viewed as a type of ""natural excision"".
",gr-qc,J. David Brown,stationary; resolution; black; hole; finite,9,"Puncture Evolution of Schwarzschild Black Holes   The moving puncture method is analyzed for a single, non-spinning black hole.
It is shown that the puncture region is not resolved by current numerical
codes. As a result, the geometry near the puncture appears to evolve to an
infinitely long cylinder of finite areal radius. The puncture itself actually
remains at spacelike infinity throughout the evolution. In the limit of
infinite resolution the data never become stationary. However, at any
reasonable finite resolution the grid points closest to the puncture are
rapidly drawn into the black hole interior by the Gamma-driver shift condition.
The data can then evolve to a stationary state. These results suggest that the
moving puncture technique should be viewed as a type of ""natural excision"".
"
705.1371,Isolated horizons in higher-dimensional Einstein-Gauss-Bonnet gravity,"  The isolated horizon framework was introduced in order to provide a local
description of black holes that are in equilibrium with their (possibly
dynamic) environment. Over the past several years, the framework has been
extended to include matter fields (dilaton, Yang-Mills etc) in D=4 dimensions
and cosmological constant in $D\geq3$ dimensions. In this article we present a
further extension of the framework that includes black holes in
higher-dimensional Einstein-Gauss-Bonnet (EGB) gravity. In particular, we
construct a covariant phase space for EGB gravity in arbitrary dimensions which
allows us to derive the first law. We find that the entropy of a weakly
isolated and non-rotating horizon is given by
$\mathcal{S}=(1/4G_{D})\oint_{S^{D-2}}\bm{\tilde{\epsilon}}(1+2\alpha\mathcal{R})$.
In this expression $S^{D-2}$ is the $(D-2)$-dimensional cross section of the
horizon with area form $\bm{\tilde{\epsilon}}$ and Ricci scalar $\mathcal{R}$,
$G_{D}$ is the $D$-dimensional Newton constant and $\alpha$ is the Gauss-Bonnet
parameter. This expression for the horizon entropy is in agreement with those
predicted by the Euclidean and Noether charge methods. Thus we extend the
isolated horizon framework beyond Einstein gravity.
",gr-qc,Tomas Liko and Ivan Booth,horizon; mathcal; framework; gravity; dimensions,9,"Isolated horizons in higher-dimensional Einstein-Gauss-Bonnet gravity   The isolated horizon framework was introduced in order to provide a local
description of black holes that are in equilibrium with their (possibly
dynamic) environment. Over the past several years, the framework has been
extended to include matter fields (dilaton, Yang-Mills etc) in D=4 dimensions
and cosmological constant in $D\geq3$ dimensions. In this article we present a
further extension of the framework that includes black holes in
higher-dimensional Einstein-Gauss-Bonnet (EGB) gravity. In particular, we
construct a covariant phase space for EGB gravity in arbitrary dimensions which
allows us to derive the first law. We find that the entropy of a weakly
isolated and non-rotating horizon is given by
$\mathcal{S}=(1/4G_{D})\oint_{S^{D-2}}\bm{\tilde{\epsilon}}(1+2\alpha\mathcal{R})$.
In this expression $S^{D-2}$ is the $(D-2)$-dimensional cross section of the
horizon with area form $\bm{\tilde{\epsilon}}$ and Ricci scalar $\mathcal{R}$,
$G_{D}$ is the $D$-dimensional Newton constant and $\alpha$ is the Gauss-Bonnet
parameter. This expression for the horizon entropy is in agreement with those
predicted by the Euclidean and Noether charge methods. Thus we extend the
isolated horizon framework beyond Einstein gravity.
"
705.1374,Black hole mass estimates from soft X-ray spectra,"  In the absence of direct kinematic measurements, the mass of an accreting
black hole is sometimes inferred from the X-ray spectral parameters of its
accretion disk; specifically, from the temperature and normalization of a
disk-blackbody model fit. Suitable corrections have to be introduced when the
accretion rate approaches or exceeds the Eddington limit. We summarize
phenomenological models that can explain the very high state, with apparently
higher disk temperatures and lower inner-disk radii. Conversely, ultraluminous
X-ray sources often contain cooler disks with large characteristic radii. We
introduce another phenomenological model for this accretion state. We argue
that a standard disk dominates the radiative output for radii larger than a
characteristic transition radius R_c ~ mdot x R_{ISCO}, where mdot is the
accretion rate in Eddington units and R_{ISCO} is the innermost stable orbit.
For R_{ISCO} < R < R_c, most of the accretion power is released via non-thermal
processes. We predict the location of such sources in a luminosity-temperature
plot. We conclude that black holes with masses ~ 50-100 Msun accreting at mdot
~ 10-20 may explain the X-ray properties of many ULXs.
",astro-ph,R. Soria (MSSL/UCL); Z. Kuncic (University of Sydney),accretion; disk; ray; explain; characteristic,9,"Black hole mass estimates from soft X-ray spectra   In the absence of direct kinematic measurements, the mass of an accreting
black hole is sometimes inferred from the X-ray spectral parameters of its
accretion disk; specifically, from the temperature and normalization of a
disk-blackbody model fit. Suitable corrections have to be introduced when the
accretion rate approaches or exceeds the Eddington limit. We summarize
phenomenological models that can explain the very high state, with apparently
higher disk temperatures and lower inner-disk radii. Conversely, ultraluminous
X-ray sources often contain cooler disks with large characteristic radii. We
introduce another phenomenological model for this accretion state. We argue
that a standard disk dominates the radiative output for radii larger than a
characteristic transition radius R_c ~ mdot x R_{ISCO}, where mdot is the
accretion rate in Eddington units and R_{ISCO} is the innermost stable orbit.
For R_{ISCO} < R < R_c, most of the accretion power is released via non-thermal
processes. We predict the location of such sources in a luminosity-temperature
plot. We conclude that black holes with masses ~ 50-100 Msun accreting at mdot
~ 10-20 may explain the X-ray properties of many ULXs.
"
705.1396,Black hole analogues in braneworld scenario,"  We construct analogue black hole solutions in the braneworld scenario. The
quantum fluctuations of condensate gravitons propagating around a
$4+n$-dimensional gravitational potential are found yielding a metric similar
to higher dimensional Schwarzschild black hole line-element. Black hole
analogue solutions in Randall-Sundrum and Dvali-Gabadadze-Porrati brane world
models are also constructed. The properties of such black hole analogues are
discussed.
",hep-th; gr-qc; hep-ph,Xian-Hui Ge; Sung-Won Kim,black; hole; solutions; dimensional; brane,9,"Black hole analogues in braneworld scenario   We construct analogue black hole solutions in the braneworld scenario. The
quantum fluctuations of condensate gravitons propagating around a
$4+n$-dimensional gravitational potential are found yielding a metric similar
to higher dimensional Schwarzschild black hole line-element. Black hole
analogue solutions in Randall-Sundrum and Dvali-Gabadadze-Porrati brane world
models are also constructed. The properties of such black hole analogues are
discussed.
"
705.1404,Probing extra dimensions with higher dimensional black hole analogues?,"  We propose that extra dimensions might be detected with higher dimensional
analogues of black holes. The usual 4-dimensional acoustic(sonic)black hole
metric is extended to arbitrary dimensions. The absorption cross-section of
Hawking radiation on the brane and in the bulk are calculated in the
semiclassical approximation.
",hep-th; gr-qc; hep-ph,Xian-Hui Ge; Sung-Won Kim,dimensions; black; dimensional; brane; extra,9,"Probing extra dimensions with higher dimensional black hole analogues?   We propose that extra dimensions might be detected with higher dimensional
analogues of black holes. The usual 4-dimensional acoustic(sonic)black hole
metric is extended to arbitrary dimensions. The absorption cross-section of
Hawking radiation on the brane and in the bulk are calculated in the
semiclassical approximation.
"
705.1486,"High order convergent multigrid methods on domains containing holes for
  black hole initial data","  It is well known that multigrid methods are optimally efficient for solution
of elliptic equations (O(N)), which means that effort is proportional to the
number of points at which the solution is evaluated). Thus this is an ideal
method to solve the initial data/constraint equations in General Relativity for
(for instance) black hole interactions, or for other strong-field gravitational
configurations. Recent efforts have produced finite difference multigrid
solvers for domains with holes (excised regions). We present here the extension
of these concepts to higher order (fourth-, sixth- and eigth-order). The high
order convergence allows rapid solution on relatively small computational
grids. Also, general relativity evolution codes are moving to typically
fourth-order; data have to be computed at least as accurately as this same
order for straightfoward demonstration of the proper order of convergence in
the evolution.
  Our vertex-centered multigrid code demonstrates globally high-order-accurate
solutions of elliptic equations over domains containing holes, in two spatial
dimensions with fixed (Dirichlet) outer boundary conditions, and in three
spatial dimensions with {\it Robin} outer boundary conditions. We demonstrate a
``real world'' 3-dimensional problem which is the solution of the conformally
flat Hamiltonian constraint of General Relativity. The success of this method
depends on: a) the choice of the discretization near the holes; b) the
definition of the location of the inner boundary, which allows resolution of
the hole even on the coarsest grids; and on maintaining the same order of
convergence at the boundaries as in the interior of the computational domain.
",gr-qc,Vishnu Natchu; Richard A. Matzner,order; solution; relativity; holes; boundary,9,"High order convergent multigrid methods on domains containing holes for
  black hole initial data   It is well known that multigrid methods are optimally efficient for solution
of elliptic equations (O(N)), which means that effort is proportional to the
number of points at which the solution is evaluated). Thus this is an ideal
method to solve the initial data/constraint equations in General Relativity for
(for instance) black hole interactions, or for other strong-field gravitational
configurations. Recent efforts have produced finite difference multigrid
solvers for domains with holes (excised regions). We present here the extension
of these concepts to higher order (fourth-, sixth- and eigth-order). The high
order convergence allows rapid solution on relatively small computational
grids. Also, general relativity evolution codes are moving to typically
fourth-order; data have to be computed at least as accurately as this same
order for straightfoward demonstration of the proper order of convergence in
the evolution.
  Our vertex-centered multigrid code demonstrates globally high-order-accurate
solutions of elliptic equations over domains containing holes, in two spatial
dimensions with fixed (Dirichlet) outer boundary conditions, and in three
spatial dimensions with {\it Robin} outer boundary conditions. We demonstrate a
``real world'' 3-dimensional problem which is the solution of the conformally
flat Hamiltonian constraint of General Relativity. The success of this method
depends on: a) the choice of the discretization near the holes; b) the
definition of the location of the inner boundary, which allows resolution of
the hole even on the coarsest grids; and on maintaining the same order of
convergence at the boundaries as in the interior of the computational domain.
"
705.1508,A SuperMassive Black Hole Fundamental Plane for Ellipticals,"  We obtain the coefficients of a new fundamental plane for supermassive black
holes at the centers of elliptical galaxies, involving measured central black
hole mass and photometric parameters which define the light distribution. The
galaxies are tightly distributed around this mass fundamental plane, with
improvement in the rms residual over those obtained from the $\mbh-\sigma$ and
$\mbh-L$ relations. This implies a strong multidimensional link between the
central massive black hole formation and global photometric properties of
elliptical galaxies and provides an improved estimate of black hole mass from
galaxy data.
",astro-ph,"Sudhanshu Barway and Ajit Kembhavi (Inter University center for
  Astronomy and Astrophysics (IUCAA); Pune-India)",black; galaxies; hole; mass; fundamental,9,"A SuperMassive Black Hole Fundamental Plane for Ellipticals   We obtain the coefficients of a new fundamental plane for supermassive black
holes at the centers of elliptical galaxies, involving measured central black
hole mass and photometric parameters which define the light distribution. The
galaxies are tightly distributed around this mass fundamental plane, with
improvement in the rms residual over those obtained from the $\mbh-\sigma$ and
$\mbh-L$ relations. This implies a strong multidimensional link between the
central massive black hole formation and global photometric properties of
elliptical galaxies and provides an improved estimate of black hole mass from
galaxy data.
"
705.1511,Stationary Dyonic Regular and Black Hole Solutions,"  We consider globally regular and black hole solutions in SU(2)
Einstein-Yang-Mills-Higgs theory, coupled to a dilaton field. The basic
solutions represent magnetic monopoles, monopole-antimonopole systems or black
holes with monopole or dipole hair. When the globally regular solutions carry
additionally electric charge, an angular momentum density results, except in
the simplest spherically symmetric case. We evaluate the global charges of the
solutions and their effective action, and analyze their dependence on the
gravitational coupling strength. We show, that in the presence of a dilaton
field, the black hole solutions satisfy a generalized Smarr type mass formula.
",gr-qc,"Burkhard Kleihaus; Jutta Kunz; Francisco Navarro-L\'erida; Ulrike
  Neemann",solutions; black; regular; hole; dipole,9,"Stationary Dyonic Regular and Black Hole Solutions   We consider globally regular and black hole solutions in SU(2)
Einstein-Yang-Mills-Higgs theory, coupled to a dilaton field. The basic
solutions represent magnetic monopoles, monopole-antimonopole systems or black
holes with monopole or dipole hair. When the globally regular solutions carry
additionally electric charge, an angular momentum density results, except in
the simplest spherically symmetric case. We evaluate the global charges of the
solutions and their effective action, and analyze their dependence on the
gravitational coupling strength. We show, that in the presence of a dilaton
field, the black hole solutions satisfy a generalized Smarr type mass formula.
"
705.1514,"Searching for Gravitational Radiation from Binary Black Hole MACHOs in
  the Galactic Halo","  The Laser Interferometer Gravitational Wave Observatory (LIGO) is one of a
new generation of detectors of gravitational radiation. The existence of
gravitational radiation was first predicted by Einstein in 1916, however
gravitational waves have not yet been directly observed. One source of
gravitation radiation is binary inspiral. Two compact bodies orbiting each
other, such as a pair of black holes, lose energy to gravitational radiation.
As the system loses energy the bodies spiral towards each other. This causes
their orbital speed and the amount of gravitational radiation to increase,
producing a characteristic ``chirp'' waveform in the LIGO sensitive band. In
this thesis, matched filtering of LIGO science data is used to search for low
mass binary systems in the halo of dark matter surrounding the Milky Way.
Observations of gravitational microlensing events of stars in the Large
Magellanic Cloud suggest that some fraction of the dark matter in the halo may
be in the form of Massive Astrophysical Compact Halo Objects (MACHOs). It has
been proposed that low mass black holes formed in the early universe may be a
component of the MACHO population; some fraction of these black hole MACHOs
will be in binary systems and detectable by LIGO. The inspiral from a MACHO
binary composed of two 0.5 solar mass black holes enters the LIGO sensitive
band around 40 Hz. The chirp signal increases in amplitude and frequency,
sweeping through the sensitive band to 4400 Hz in 140 seconds. By using
evidence from microlensing events and theoretical predictions of the population
an upper limit is placed on the rate of black hole MACHO inspirals in the
galactic halo.
",gr-qc,Duncan A. Brown,gravitational; radiation; halo; black; binary,9,"Searching for Gravitational Radiation from Binary Black Hole MACHOs in
  the Galactic Halo   The Laser Interferometer Gravitational Wave Observatory (LIGO) is one of a
new generation of detectors of gravitational radiation. The existence of
gravitational radiation was first predicted by Einstein in 1916, however
gravitational waves have not yet been directly observed. One source of
gravitation radiation is binary inspiral. Two compact bodies orbiting each
other, such as a pair of black holes, lose energy to gravitational radiation.
As the system loses energy the bodies spiral towards each other. This causes
their orbital speed and the amount of gravitational radiation to increase,
producing a characteristic ``chirp'' waveform in the LIGO sensitive band. In
this thesis, matched filtering of LIGO science data is used to search for low
mass binary systems in the halo of dark matter surrounding the Milky Way.
Observations of gravitational microlensing events of stars in the Large
Magellanic Cloud suggest that some fraction of the dark matter in the halo may
be in the form of Massive Astrophysical Compact Halo Objects (MACHOs). It has
been proposed that low mass black holes formed in the early universe may be a
component of the MACHO population; some fraction of these black hole MACHOs
will be in binary systems and detectable by LIGO. The inspiral from a MACHO
binary composed of two 0.5 solar mass black holes enters the LIGO sensitive
band around 40 Hz. The chirp signal increases in amplitude and frequency,
sweeping through the sensitive band to 4400 Hz in 140 seconds. By using
evidence from microlensing events and theoretical predictions of the population
an upper limit is placed on the rate of black hole MACHO inspirals in the
galactic halo.
"
705.1518,Topological deformation of isolated horizons,"  We show that the Gauss-Bonnet term can have physical effects in four
dimensions. Specifically, the entropy of a black hole acquires a correction
that is proportional to the Euler characteristic of the cross sections of the
horizon. While this term is constant for a single black hole, it will be a
non-trivial function for a system with dynamical topologies such as black-hole
mergers: it is shown that for certain values of the GB parameter, the second
law of black-hole mechanics can be violated.
",gr-qc,Tomas Liko,black; hole; term; horizon; correction,9,"Topological deformation of isolated horizons   We show that the Gauss-Bonnet term can have physical effects in four
dimensions. Specifically, the entropy of a black hole acquires a correction
that is proportional to the Euler characteristic of the cross sections of the
horizon. While this term is constant for a single black hole, it will be a
non-trivial function for a system with dynamical topologies such as black-hole
mergers: it is shown that for certain values of the GB parameter, the second
law of black-hole mechanics can be violated.
"
705.1537,Supermassive Black Holes,"  Supermassive black holes have generally been recognized as the most
destructive force in nature. But in recent years, they have undergone a
dramatic shift in paradigm. These objects may have been critical to the
formation of structure in the early universe, spawning bursts of star formation
and nucleating proto-galactic condensations. Possibly half of all the radiation
produced after the Big Bang may be attributed to them, whose number is now
known to exceed 300 million. The most accessible among them is situated at the
Center of Our Galaxy. In the following pages, we will examine the evidence that
has brought us to this point, and we will understand why many expect to
actually image the event horizon of the Galaxy's central black hole within this
decade.
",astro-ph,Fulvio Melia,black; galaxy; formation; horizon; event,9,"Supermassive Black Holes   Supermassive black holes have generally been recognized as the most
destructive force in nature. But in recent years, they have undergone a
dramatic shift in paradigm. These objects may have been critical to the
formation of structure in the early universe, spawning bursts of star formation
and nucleating proto-galactic condensations. Possibly half of all the radiation
produced after the Big Bang may be attributed to them, whose number is now
known to exceed 300 million. The most accessible among them is situated at the
Center of Our Galaxy. In the following pages, we will examine the evidence that
has brought us to this point, and we will understand why many expect to
actually image the event horizon of the Galaxy's central black hole within this
decade.
"
705.1546,Outflows and the Physical Properties of Quasars,"  We have investigated a sample of 5088 quasars from the Sloan Digital Sky
Survey Second Data Release in order to determine how the frequency and
properties of broad absorptions lines (BALs) depend on black hole mass,
bolometric luminosity, Eddington fraction (L/L_Edd), and spectral slope. We
focus only on high-ionization BALs and find a number of significant results.
While quasars accreting near the Eddington limit are more likely to show BALs
than lower $L/L_{Edd}$ systems, BALs are present in quasars accreting at only a
few percent Eddington. We find a stronger effect with bolometric luminosity,
such that the most luminous quasars are more likely to show BALs. There is an
additional effect, previously known, that BAL quasars are redder on average
than unabsorbed quasars. The strongest effects involving the quasar physical
properties and BAL properties are related to terminal outflow velocity. Maximum
observed outflow velocities increase with both the bolometric luminosity and
the blueness of the spectral slope, suggesting that the ultraviolet luminosity
to a great extent determines the acceleration. These results support the idea
of outflow acceleration via ultraviolet line scattering.
",astro-ph,"Rajib Ganguly (University of Wyoming); Michael S. Brotherton
  (University of Wyoming); Sabrina Cales (University of Wyoming); Brian
  Scoggins (University of Wyoming); Zhaohui Shang (University of Wyoming; Tianjin Normal University); Marianne Vestergaard (University of
  Arizona/Steward Observatory)",luminosity; acceleration; likely; properties; spectral,9,"Outflows and the Physical Properties of Quasars   We have investigated a sample of 5088 quasars from the Sloan Digital Sky
Survey Second Data Release in order to determine how the frequency and
properties of broad absorptions lines (BALs) depend on black hole mass,
bolometric luminosity, Eddington fraction (L/L_Edd), and spectral slope. We
focus only on high-ionization BALs and find a number of significant results.
While quasars accreting near the Eddington limit are more likely to show BALs
than lower $L/L_{Edd}$ systems, BALs are present in quasars accreting at only a
few percent Eddington. We find a stronger effect with bolometric luminosity,
such that the most luminous quasars are more likely to show BALs. There is an
additional effect, previously known, that BAL quasars are redder on average
than unabsorbed quasars. The strongest effects involving the quasar physical
properties and BAL properties are related to terminal outflow velocity. Maximum
observed outflow velocities increase with both the bolometric luminosity and
the blueness of the spectral slope, suggesting that the ultraviolet luminosity
to a great extent determines the acceleration. These results support the idea
of outflow acceleration via ultraviolet line scattering.
"
705.1565,Neutron stars in Einstein-aether theory,"  As current and future experiments probe strong gravitational regimes around
neutron stars and black holes, it is desirable to have theoretically sound
alternatives to general relativity against which to test observations. Here we
study the consequences of one such generalization, Einstein-aether theory, for
the properties of non-rotating neutron stars. This theory has a parameter range
that satisfies all current weak-field tests. We find that within this range it
leads to lower maximum neutron star masses, as well as larger surface redshifts
at a particular mass, for a given nuclear equation of state. For non-rotating
black holes and neutron stars, the innermost stable circular orbit is only
slightly modified in this theory.
",gr-qc; astro-ph; hep-th,Christopher Eling; Ted Jacobson; M. Coleman Miller,neutron; stars; rotating; holes; theory,9,"Neutron stars in Einstein-aether theory   As current and future experiments probe strong gravitational regimes around
neutron stars and black holes, it is desirable to have theoretically sound
alternatives to general relativity against which to test observations. Here we
study the consequences of one such generalization, Einstein-aether theory, for
the properties of non-rotating neutron stars. This theory has a parameter range
that satisfies all current weak-field tests. We find that within this range it
leads to lower maximum neutron star masses, as well as larger surface redshifts
at a particular mass, for a given nuclear equation of state. For non-rotating
black holes and neutron stars, the innermost stable circular orbit is only
slightly modified in this theory.
"
705.157,Interior of Distorted Black Holes,"  We study the interior of distorted static axisymmetric black holes. We obtain
a general interior solution and study its asymptotics both near the horizon and
singularity. As a special example, we apply the obtained results to the case of
the so-called `caged' black holes.
",gr-qc; hep-th,Valeri P. Frolov and Andrey A. Shoom,holes; black; horizon; study; static,9,"Interior of Distorted Black Holes   We study the interior of distorted static axisymmetric black holes. We obtain
a general interior solution and study its asymptotics both near the horizon and
singularity. As a special example, we apply the obtained results to the case of
the so-called `caged' black holes.
"
705.1685,Scalar perturbations in braneworld cosmology,"  We study the behaviour of scalar perturbations in the radiation-dominated era
of Randall-Sundrum braneworld cosmology by numerically solving the coupled bulk
and brane master wave equations. We find that density perturbations with
wavelengths less than a critical value (set by the bulk curvature length) are
amplified during horizon re-entry. This means that the radiation era matter
power spectrum will be at least an order of magnitude larger than the
predictions of general relativity (GR) on small scales. Conversely, we
explicitly confirm from simulations that the spectrum is identical to GR on
large scales. Although this magnification is not relevant for the cosmic
microwave background or measurements of large scale structure, it will have
some bearing on the formation of primordial black holes in Randall-Sundrum
models.
",astro-ph; gr-qc; hep-th,"Antonio Cardoso; Takashi Hiramatsu; Kazuya Koyama; and Sanjeev S.
  Seahra",perturbations; bulk; scales; radiation; spectrum,9,"Scalar perturbations in braneworld cosmology   We study the behaviour of scalar perturbations in the radiation-dominated era
of Randall-Sundrum braneworld cosmology by numerically solving the coupled bulk
and brane master wave equations. We find that density perturbations with
wavelengths less than a critical value (set by the bulk curvature length) are
amplified during horizon re-entry. This means that the radiation era matter
power spectrum will be at least an order of magnitude larger than the
predictions of general relativity (GR) on small scales. Conversely, we
explicitly confirm from simulations that the spectrum is identical to GR on
large scales. Although this magnification is not relevant for the cosmic
microwave background or measurements of large scale structure, it will have
some bearing on the formation of primordial black holes in Randall-Sundrum
models.
"
705.1686,Forced accretion in stochastically fed AGN and quasars,"  Steady state accretion discs larger than ~ 0.01-0.1 pc are known to be
gravitationally unstable for the accretion rates needed to explain
super-massive black hole (SMBH) activity. We propose that SMBH are fed by a
succession of mass deposition events with randomly directed angular momenta.
Because of incomplete angular momentum cancellation a warped accretion disc
forms in the inner few parsec. The orientation of the disc performs a random
walk. Deposition of new material promotes SMBH accretion at rates much faster
than viscous. Observational implications of this picture include: (i) lighter
accretion discs that can fuel AGN and quasars and yet avoid star formation at R
>> 0.1 pc; (ii) star formation inside the disc is not a function of mass
accretion rate only. It can take place at high or low accretion rates, e.g.,
when too few clouds arrive in the inner region. An example of this might be the
central parsec of our Galaxy. (iii) The discs can form Compton-thick obscuring
structures of ~ parsec size as required in AGN unification models; (iv) faster
black hole growth resulting from misalignment of the disc and the black hole
spin in the early Universe; (v) Isotropic deposition of SMBH energy and
momentum feedback in the galaxy bulge. This may help explain the high
efficiency with which it seems to be operating in the Universe. (vi) No
correlation between SMBH activity and the presence of kiloparsec scale bars or
gaseous discs in galactic bulges; (vii) Bodily collisions between gaseous
components of merging galaxies facilitate production of gas streams feeding the
centre of the combined galaxy. Mergers should thus be catalysts of SMBH growth.
(viii) Conversely, galaxies experiencing fewer mergers are more likely to form
massive nuclear star clusters than feed their SMBHs.
",astro-ph,Sergei Nayakshin and Andrew King (Leicester),accretion; rates; black; hole; galaxy,9,"Forced accretion in stochastically fed AGN and quasars   Steady state accretion discs larger than ~ 0.01-0.1 pc are known to be
gravitationally unstable for the accretion rates needed to explain
super-massive black hole (SMBH) activity. We propose that SMBH are fed by a
succession of mass deposition events with randomly directed angular momenta.
Because of incomplete angular momentum cancellation a warped accretion disc
forms in the inner few parsec. The orientation of the disc performs a random
walk. Deposition of new material promotes SMBH accretion at rates much faster
than viscous. Observational implications of this picture include: (i) lighter
accretion discs that can fuel AGN and quasars and yet avoid star formation at R
>> 0.1 pc; (ii) star formation inside the disc is not a function of mass
accretion rate only. It can take place at high or low accretion rates, e.g.,
when too few clouds arrive in the inner region. An example of this might be the
central parsec of our Galaxy. (iii) The discs can form Compton-thick obscuring
structures of ~ parsec size as required in AGN unification models; (iv) faster
black hole growth resulting from misalignment of the disc and the black hole
spin in the early Universe; (v) Isotropic deposition of SMBH energy and
momentum feedback in the galaxy bulge. This may help explain the high
efficiency with which it seems to be operating in the Universe. (vi) No
correlation between SMBH activity and the presence of kiloparsec scale bars or
gaseous discs in galactic bulges; (vii) Bodily collisions between gaseous
components of merging galaxies facilitate production of gas streams feeding the
centre of the combined galaxy. Mergers should thus be catalysts of SMBH growth.
(viii) Conversely, galaxies experiencing fewer mergers are more likely to form
massive nuclear star clusters than feed their SMBHs.
"
705.1722,Advances in Reverberation Mapping,"  This contribution briefly reviews the reverberation mapping technique which
leads to determination of black hole masses. I focus on the emerging relation
between the broad-line region size and the active galactic nucleus (AGN)
luminosity, and on an overview of recent results of reverberation mapping
studies which are starting to cover the full AGN luminosity range. Preliminary
results and time lag determination from a reverberation mapping program of
high-luminosity quasars are also presented.
",astro-ph,Shai Kaspi,luminosity; agn; broad; active; results,9,"Advances in Reverberation Mapping   This contribution briefly reviews the reverberation mapping technique which
leads to determination of black hole masses. I focus on the emerging relation
between the broad-line region size and the active galactic nucleus (AGN)
luminosity, and on an overview of recent results of reverberation mapping
studies which are starting to cover the full AGN luminosity range. Preliminary
results and time lag determination from a reverberation mapping program of
high-luminosity quasars are also presented.
"
705.1725,Kerr quasinormal modes and Hod's time-temperature bound,"  We give an explicit expression for the frequencies of slowly damped
quasinormal modes of near-extreme Kerr black holes. It follows from this
expression that the near-extreme Kerr holes obey the Hod's bound: in the limit
of maximal rotation, $\lim \sup \omega_{IS}/T\leq \pi / \hbar$, where $\omega
_{IS}$ is the decay rate of the slowest decaying quasinormal mode, $T$ is the
black hole temperature. On the other hand, the bound is not saturated in the
sense that $\lim \inf \omega_{IS}/T< \pi /\hbar$ is a strict inequality. {\it
It remains unclear} whether the bound is saturated in the sense that $\lim \sup
\omega_{IS}/T= \pi /\hbar$.
",gr-qc,A. Gruzinov,pi; bound; expression; sense; holes,9,"Kerr quasinormal modes and Hod's time-temperature bound   We give an explicit expression for the frequencies of slowly damped
quasinormal modes of near-extreme Kerr black holes. It follows from this
expression that the near-extreme Kerr holes obey the Hod's bound: in the limit
of maximal rotation, $\lim \sup \omega_{IS}/T\leq \pi / \hbar$, where $\omega
_{IS}$ is the decay rate of the slowest decaying quasinormal mode, $T$ is the
black hole temperature. On the other hand, the bound is not saturated in the
sense that $\lim \inf \omega_{IS}/T< \pi /\hbar$ is a strict inequality. {\it
It remains unclear} whether the bound is saturated in the sense that $\lim \sup
\omega_{IS}/T= \pi /\hbar$.
"
705.173,Astrophysics in 2006,"  The fastest pulsar and the slowest nova; the oldest galaxies and the youngest
stars; the weirdest life forms and the commonest dwarfs; the highest energy
particles and the lowest energy photons. These were some of the extremes of
Astrophysics 2006. We attempt also to bring you updates on things of which
there is currently only one (habitable planets, the Sun, and the universe) and
others of which there are always many, like meteors and molecules, black holes
and binaries.
",astro-ph,Virginia Trimble; Markus J. Aschwanden; Carl J. Hansen,energy; planets; molecules; photons; 2006,9,"Astrophysics in 2006   The fastest pulsar and the slowest nova; the oldest galaxies and the youngest
stars; the weirdest life forms and the commonest dwarfs; the highest energy
particles and the lowest energy photons. These were some of the extremes of
Astrophysics 2006. We attempt also to bring you updates on things of which
there is currently only one (habitable planets, the Sun, and the universe) and
others of which there are always many, like meteors and molecules, black holes
and binaries.
"
